name,ml_team,score_now,score_rebuild,predicted_remaining,remain_war
Aaron Bracho,CLE,-0.6679907808114538,-0.6679907808114538,0,3.1
Adley Rutschman,BAL,2.3354181497072117,2.3354181497072117,0,6.9
Alec Bohm,PHI,0.9127507615667908,0.9127507615667908,0,5.1
Alejandro Kirk,TOR,-0.6679907808114538,-0.6679907808114538,0,3.1
Alek Thomas,ARI,0.9127507615667908,0.9127507615667908,0,5.1
Alexander Canario,SF,-0.6679907808114538,-0.6679907808114538,0,3.1
Anderson Tejeda,TEX,-0.6679907808114538,-0.6679907808114538,0,3.1
Andres Gimenez,NYM,0.9127507615667908,0.9127507615667908,0,5.1
Andrew Knizner,STL,-0.6679907808114538,-0.6679907808114538,0,3.1
Andrew Vaughn,CWS,0.9127507615667908,0.9127507615667908,0,5.1
Anthony Seigler,NYY,-0.6679907808114538,-0.6679907808114538,0,3.1
Anthony Volpe,NYY,-0.6679907808114538,-0.6679907808114538,0,3.1
Antoni Flores,BOS,-0.6679907808114538,-0.6679907808114538,0,3.1
Antonio Cabello,NYY,-0.6679907808114538,-0.6679907808114538,0,3.1
Aramis Ademan,CHC,-0.6679907808114538,-0.6679907808114538,0,3.1
Austin Hays,BAL,-0.6679907808114538,-0.6679907808114538,0,3.1
Bayron Lora,TEX,-0.6679907808114538,-0.6679907808114538,0,3.1
Bo Naylor,CLE,-0.6679907808114538,-0.6679907808114538,0,3.1
Bobby Bradley,CLE,-0.6679907808114538,-0.6679907808114538,0,3.1
Bobby Dalbec,BOS,-0.6679907808114538,-0.6679907808114538,0,3.1
Brandon Marsh,ANA,-0.6679907808114538,-0.6679907808114538,0,3.1
Brayan Rocchio,CLE,-0.6679907808114538,-0.6679907808114538,0,3.1
Brendan McKay,TB,1.703121532755913,1.703121532755913,0,6.1
Brendan Rodgers,COL,1.703121532755913,1.703121532755913,0,6.1
Brennen Davis,CHC,-0.6679907808114538,-0.6679907808114538,0,3.1
Brent Rooker,MIN,-0.6679907808114538,-0.6679907808114538,0,3.1
Brett Baty,NYM,0.9127507615667908,0.9127507615667908,0,5.1
Brice Turang,MIL,0.9127507615667908,0.9127507615667908,0,5.1
Bubba Thompson,TEX,-0.6679907808114538,-0.6679907808114538,0,3.1
C.J. Chatham,BOS,-0.6679907808114538,-0.6679907808114538,0,3.1
Cal Mitchell,PIT,-0.6679907808114538,-0.6679907808114538,0,3.1
Cal Raleigh,SEA,-0.6679907808114538,-0.6679907808114538,0,3.1
Carter Kieboom,WAS,0.9127507615667908,0.9127507615667908,0,5.1
Chase Strumpf,CHC,-0.6679907808114538,-0.6679907808114538,0,3.1
CJ Abrams,SD,0.9127507615667908,0.9127507615667908,0,5.1
Cole Roederer,CHC,-0.6679907808114538,-0.6679907808114538,0,3.1
Colton Welker,COL,-0.6679907808114538,-0.6679907808114538,0,3.1
Corbin Carroll,ARI,0.9127507615667908,0.9127507615667908,0,5.1
Corey Ray,MIL,-0.6679907808114538,-0.6679907808114538,0,3.1
Daulton Varsho,ARI,0.9127507615667908,0.9127507615667908,0,5.1
Davis Wendzel,TEX,-0.6679907808114538,-0.6679907808114538,0,3.1
Daz Cameron,DET,-0.6679907808114538,-0.6679907808114538,0,3.1
Diego Cartaya,LA,-0.6679907808114538,-0.6679907808114538,0,3.1
DJ Peters,LA,-0.6679907808114538,-0.6679907808114538,0,3.1
Drew Mendoza,WAS,-0.6679907808114538,-0.6679907808114538,0,3.1
Drew Waters,ATL,0.9127507615667908,0.9127507615667908,0,5.1
Dylan Carlson,STL,0.9127507615667908,0.9127507615667908,0,5.1
Eduardo Garcia,MIL,-0.6679907808114538,-0.6679907808114538,0,3.1
Elehuris Montero,STL,-0.6679907808114538,-0.6679907808114538,0,3.1
Estevan Florial,NYY,0.9127507615667908,0.9127507615667908,0,5.1
Evan White,SEA,0.9127507615667908,0.9127507615667908,0,5.1
Everson Pereira,NYY,-0.6679907808114538,-0.6679907808114538,0,3.1
Francisco Alvarez,NYM,-0.6679907808114538,-0.6679907808114538,0,3.1
Freudis Nova,HOU,-0.6679907808114538,-0.6679907808114538,0,3.1
Gabriel Moreno,TOR,-0.6679907808114538,-0.6679907808114538,0,3.1
Gabriel Rodriguez,CLE,-0.6679907808114538,-0.6679907808114538,0,3.1
George Valera,CLE,-0.6679907808114538,-0.6679907808114538,0,3.1
Geraldo Perdomo,ARI,-0.6679907808114538,-0.6679907808114538,0,3.1
Gilberto Jimenez,BOS,-0.6679907808114538,-0.6679907808114538,0,3.1
Grant Lavigne,COL,-0.6679907808114538,-0.6679907808114538,0,3.1
Greg Jones,TB,-0.6679907808114538,-0.6679907808114538,0,3.1
Gunnar Henderson,BAL,-0.6679907808114538,-0.6679907808114538,0,3.1
Heliot Ramos,SF,0.9127507615667908,0.9127507615667908,0,5.1
Hunter Bishop,SF,0.9127507615667908,0.9127507615667908,0,5.1
Isaac Paredes,DET,-0.6679907808114538,-0.6679907808114538,0,3.1
Ivan Herrera,STL,-0.6679907808114538,-0.6679907808114538,0,3.1
Jacob Amaya,LA,-0.6679907808114538,-0.6679907808114538,0,3.1
Jake Fraley,SEA,-0.6679907808114538,-0.6679907808114538,0,3.1
Jake Rogers,DET,-0.6679907808114538,-0.6679907808114538,0,3.1
Jameson Hannah,CIN,-0.6679907808114538,-0.6679907808114538,0,3.1
Jarred Kelenic,SEA,1.703121532755913,1.703121532755913,0,6.1
Jarren Duran,BOS,-0.6679907808114538,-0.6679907808114538,0,3.1
Jasson Dominguez,NYY,0.9127507615667908,0.9127507615667908,0,5.1
Jazz Chisholm,MIA,0.9127507615667908,0.9127507615667908,0,5.1
Jesus Sanchez,MIA,0.9127507615667908,0.9127507615667908,0,5.1
Jeter Downs,LA,0.9127507615667908,0.9127507615667908,0,5.1
Jhon Torres,STL,-0.6679907808114538,-0.6679907808114538,0,3.1
JJ Bleday,MIA,0.9127507615667908,0.9127507615667908,0,5.1
Jo Adell,ANA,2.3354181497072117,2.3354181497072117,0,6.9
Joey Bart,SF,0.9127507615667908,0.9127507615667908,0,5.1
Jonathan India,CIN,0.9127507615667908,0.9127507615667908,0,5.1
Jordan Groshans,TOR,0.9127507615667908,0.9127507615667908,0,5.1
Jordyn Adams,ANA,-0.6679907808114538,-0.6679907808114538,0,3.1
Jorge Mateo,OAK,-0.6679907808114538,-0.6679907808114538,0,3.1
Jose Devers,MIA,-0.6679907808114538,-0.6679907808114538,0,3.1
Jose Israel Garcia,CIN,-0.6679907808114538,-0.6679907808114538,0,3.1
Josh Jung,TEX,0.9127507615667908,0.9127507615667908,0,5.1
Julio Rodriguez,SEA,0.9127507615667908,0.9127507615667908,0,5.1
Kameron Misner,MIA,-0.6679907808114538,-0.6679907808114538,0,3.1
Ke'Bryan Hayes,PIT,0.9127507615667908,0.9127507615667908,0,5.1
Keibert Ruiz,LA,0.9127507615667908,0.9127507615667908,0,5.1
Khalil Lee,KC,-0.6679907808114538,-0.6679907808114538,0,3.1
Kody Hoese,LA,-0.6679907808114538,-0.6679907808114538,0,3.1
Kristian Robinson,ARI,0.9127507615667908,0.9127507615667908,0,5.1
Kyle Isbel,KC,-0.6679907808114538,-0.6679907808114538,0,3.1
Leody Taveras,TEX,-0.6679907808114538,-0.6679907808114538,0,3.1
Lewin Diaz,MIA,-0.6679907808114538,-0.6679907808114538,0,3.1
Luis Alexander Basabe,CWS,-0.6679907808114538,-0.6679907808114538,0,3.1
Luis Campusano,SD,0.9127507615667908,0.9127507615667908,0,5.1
Luis Garcia,PHI,-0.6679907808114538,-0.6679907808114538,0,3.1
Luis Garcia,WAS,0.9127507615667908,0.9127507615667908,0,5.1
Luis Toribio,SF,-0.6679907808114538,-0.6679907808114538,0,3.1
Marco Luciano,SF,0.9127507615667908,0.9127507615667908,0,5.1
Mario Feliciano,MIL,-0.6679907808114538,-0.6679907808114538,0,3.1
Mark Vientos,NYM,-0.6679907808114538,-0.6679907808114538,0,3.1
Mauricio Dubon,SF,-0.6679907808114538,-0.6679907808114538,0,3.1
Maximo Acosta,TEX,-0.6679907808114538,-0.6679907808114538,0,3.1
Michael Busch,LA,-0.6679907808114538,-0.6679907808114538,0,3.1
Michael Siani,CIN,-0.6679907808114538,-0.6679907808114538,0,3.1
Miguel Amaya,CHC,0.9127507615667908,0.9127507615667908,0,5.1
Miguel Hiraldo,TOR,-0.6679907808114538,-0.6679907808114538,0,3.1
Monte Harrison,MIA,0.9127507615667908,0.9127507615667908,0,5.1
Nick Allen,OAK,-0.6679907808114538,-0.6679907808114538,0,3.1
Nick Madrigal,CWS,0.9127507615667908,0.9127507615667908,0,5.1
Nick Solak,TEX,-0.6679907808114538,-0.6679907808114538,0,3.1
Nico Hoerner,CHC,0.9127507615667908,0.9127507615667908,0,5.1
Nolan Gorman,STL,0.9127507615667908,0.9127507615667908,0,5.1
Nolan Jones,CLE,0.9127507615667908,0.9127507615667908,0,5.1
Oneil Cruz,PIT,0.9127507615667908,0.9127507615667908,0,5.1
Orelvis Martinez,TOR,-0.6679907808114538,-0.6679907808114538,0,3.1
Parker Meadows,DET,-0.6679907808114538,-0.6679907808114538,0,3.1
Riley Greene,DET,0.9127507615667908,0.9127507615667908,0,5.1
Robert Puason,OAK,-0.6679907808114538,-0.6679907808114538,0,3.1
Ronaldo Hernandez,TB,-0.6679907808114538,-0.6679907808114538,0,3.1
Ronny Mauricio,NYM,0.9127507615667908,0.9127507615667908,0,5.1
Royce Lewis,MIN,1.703121532755913,1.703121532755913,0,6.1
Ryan Jeffers,MIN,-0.6679907808114538,-0.6679907808114538,0,3.1
Ryan Mountcastle,BAL,0.9127507615667908,0.9127507615667908,0,5.1
Ryan Vilade,COL,-0.6679907808114538,-0.6679907808114538,0,3.1
Sam Huff,TEX,0.9127507615667908,0.9127507615667908,0,5.1
Sean Murphy,OAK,0.9127507615667908,0.9127507615667908,0,5.1
Seth Beer,ARI,0.9127507615667908,0.9127507615667908,0,5.1
Sheldon Neuse,OAK,-0.6679907808114538,-0.6679907808114538,0,3.1
Sherten Apostel,TEX,-0.6679907808114538,-0.6679907808114538,0,3.1
Shervyen Newton,NYM,-0.6679907808114538,-0.6679907808114538,0,3.1
Steele Walker,TEX,-0.6679907808114538,-0.6679907808114538,0,3.1
Taylor Trammell,SD,0.9127507615667908,0.9127507615667908,0,5.1
Travis Swaggerty,PIT,-0.6679907808114538,-0.6679907808114538,0,3.1
Trevor Larnach,MIN,0.9127507615667908,0.9127507615667908,0,5.1
Tristen Lutz,MIL,-0.6679907808114538,-0.6679907808114538,0,3.1
Triston Casas,BOS,0.9127507615667908,0.9127507615667908,0,5.1
Tyler Freeman,CLE,0.9127507615667908,0.9127507615667908,0,5.1
Tyler Stephenson,CIN,-0.6679907808114538,-0.6679907808114538,0,3.1
Vidal Brujan,TB,0.9127507615667908,0.9127507615667908,0,5.1
Wander Franco,TB,6.761494468366298,6.761494468366298,0,12.5
Wander Javier,MIN,-0.6679907808114538,-0.6679907808114538,0,3.1
Wenceel Perez,DET,-0.6679907808114538,-0.6679907808114538,0,3.1
Will Holland,MIN,-0.6679907808114538,-0.6679907808114538,0,3.1
Willi Castro,DET,-0.6679907808114538,-0.6679907808114538,0,3.1
William Contreras,ATL,-0.6679907808114538,-0.6679907808114538,0,3.1
Xavier Edwards,TB,0.9127507615667908,0.9127507615667908,0,5.1
Yasel Antuna,WAS,-0.6679907808114538,-0.6679907808114538,0,3.1
Yu Chang,CLE,-0.6679907808114538,-0.6679907808114538,0,3.1
Yusniel Diaz,BAL,-0.6679907808114538,-0.6679907808114538,0,3.1
Zack Short,CHC,-0.6679907808114538,-0.6679907808114538,0,3.1
